No.,大項目,中項目,ページ,単語,品詞,意味,発音,例文,和訳
248,ＮＨ,１年,38-39,ball,名詞,ボール、球,[ボール],Kick the ball!,ボールを蹴って！
249,ＮＨ,１年,38-39,birthday,名詞,誕生日,[バースデー],Happy birthday to you!,お誕生日おめでとう！
250,ＮＨ,１年,38-39,mouse,名詞,ネズミ、ハツカネズミ,[マウス],A mouse is small.,ネズミは小さいです。
251,ＮＨ,１年,38-39,enjoy,動詞,…を楽しむ,[エンジョイ],I enjoy reading books.,本を読むのを楽しみます。
252,ＮＨ,１年,38-39,bake,動詞,（パンなどを）焼く,[ベイク],I bake cookies.,クッキーを焼きます。
253,ＮＨ,１年,38-39,small,形容詞,小さい,[スモール],This box is small.,この箱は小さいです。
254,ＮＨ,１年,38-39,round,形容詞,丸い、球形の,[ラウンド],The ball is round.,ボールは丸いです。
255,ＮＨ,１年,43-45,lot,,（前にaをつけて）たくさん,[ロット],I have a lot of books.,本をたくさん持っています。
256,ＮＨ,１年,43-45,New Zealand,固有名詞,ニュージーランド,[ニュージーランド],I want to go to New Zealand.,ニュージーランドに行きたいです。
257,ＮＨ,１年,43-45,puppy,名詞,子イヌ,[パピー],This puppy is cute.,この子犬はかわいいです。
258,ＮＨ,１年,43-45,they,代名詞,彼[彼女、それ]らは[が],[ゼイ],They are my friends.,彼らは私の友達です。
259,ＮＨ,１年,43-45,someday,副詞,いつか,[サムデイ],"Someday, I want to travel.",いつか旅行したいです。
260,ＮＨ,１年,43-45,of,前置詞,…の中の[で]、…の量の,[オブ],This is a picture of a dog.,これは犬の写真です。
261,ＮＨ,１年,43-45,animal,名詞,動物,[アニマル],I like animals.,動物が好きです。
262,ＮＨ,１年,43-45,Japan,名詞,日本,[ジャパン],I live in Japan.,私は日本に住んでいます。
263,ＮＨ,１年,43-45,visit,動詞,（人・場所）を訪ねる,[ビジット],I want to visit Tokyo.,東京に行きたいです。
264,ＮＨ,１年,43-45,many,形容詞,たくさんの、多くの,[メニー],I have many friends.,友達がたくさんいます。
265,ＮＨ,１年,43-45,they're,,they are の短縮形,[ゼア],They're playing outside.,彼らは外で遊んでいます。
266,ＮＨ,１年,43-45,one of,,…の１つ[１人],[ワン オブ],This is one of my books.,これは私の本の一つです。
267,ＮＨ,１年,43-45,a lot of,,たくさんの、多数の,[ア ロット オブ],A lot of people are here.,人がたくさんいます。
268,ＮＨ,１年,43-45,How many …?,,どれくらい多くの、いくつの,[ハウ メニー],How many apples do you have?,リンゴはいくつありますか？
269,ＮＨ,１年,46-47,noon,名詞,正午、真昼,[ヌーン],Let's meet at noon.,正午に会いましょう。
270,ＮＨ,１年,46-47,last,名詞,最後の、最終の,[ラスト],I was sick last week.,先週、病気でした。
271,ＮＨ,１年,46-47,o'clock,名詞,…時,[オクロック],It's five o'clock.,時です。
272,ＮＨ,１年,46-47,like,前置詞,…のような［に］、…に似た,[ライク],I like cats.,猫が好きです。
273,ＮＨ,１年,46-47,time,名詞,時刻,[タイム],What time is it?,今何時ですか？
274,ＮＨ,１年,46-47,afternoon,名詞,午後,[アフタヌーン],I eat lunch in the afternoon.,午後に昼ごはんを食べます。
275,ＮＨ,１年,46-47,sport,名詞,スポーツ,[スポーツ],My favorite sport is soccer.,好きなスポーツはサッカーです。
276,ＮＨ,１年,46-47,basketball,名詞,バスケットボール,[バスケットボール],I like basketball.,バスケットボールが好きです。
277,ＮＨ,１年,46-47,a.m.,名詞,午前,[エーエム],School starts at 8 a.m.,学校は午前８時に始まります。
278,ＮＨ,１年,46-47,p.m.,名詞,午後,[ピーエム],Dinner is at 7 p.m.,夕食は午後７時です。
279,ＮＨ,１年,46-47,Sounds ….,,…そうですね。,[サウンズ],Sounds fun!,楽しそう！
280,ＮＨ,１年,48-49,front,名詞,前、正面,[フロント],Stand in front of the class.,クラスの前に立ってください。
281,ＮＨ,１年,48-49,sheep,名詞,ヒツジ,[シープ],There are many sheep.,羊がたくさんいます。
282,ＮＨ,１年,48-49,kiwi,名詞,キーウィ、キウイフルーツ,[キウイ],A kiwi is a bird in New Zealand.,キウイはニュージーランドの鳥です。
283,ＮＨ,１年,48-49,yourself,代名詞,あなた自身を[に],[ユアセルフ],Be yourself.,自分らしくいてください。
284,ＮＨ,１年,48-49,be,動詞,…である、…になる,[ビー],Be kind to animals..,動物に親切にしてください。
285,ＮＨ,１年,48-49,worry,動詞,心配する、悩む,[ウォーリー],Don't worry.,心配しないで。
286,ＮＨ,１年,48-49,right,形容詞,正しい、正確な,[ライト],You are right.,あなたは正しいです。
287,ＮＨ,１年,48-49,nervous,形容詞,緊張して,[ナーバス],I'm nervous today.,今日は緊張しています。
288,ＮＨ,１年,48-49,turn,名詞,順番、番,[ターン],It's your turn.,あなたの番です。
289,ＮＨ,１年,48-49,look,動詞,見る、目を向ける,[ルック],Look at the sky.,空を見てください。
290,ＮＨ,１年,48-49,please,副詞,どうぞ、お願いします,[プリーズ],Please help me.,手伝ってください。
291,ＮＨ,１年,48-49,enjoy oneself,,楽しむ、楽しく過ごす,[エンジョイ ワンセルフ],I enjoy myself at the park.,公園で楽しみます。
292,ＮＨ,１年,48-49,look at,,…を見る,[ルック アット],Look at this picture.,この絵を見てください。
293,ＮＨ,１年,50-51,song,名詞,歌,[ソング],I like this song.,この歌が好きです。
294,ＮＨ,１年,50-51,gift,名詞,贈り物,[ギフト],This is a gift for you.,これはあなたへのプレゼントです。
295,ＮＨ,１年,50-51,man,名詞,男性、男の人,[マン],That man is tall.,あの男の人は背が高いです。
296,ＮＨ,１年,50-51,picture,名詞,絵、絵画、写真,[ピクチャー],This picture is beautiful.,この絵は美しいです。
297,ＮＨ,１年,50-51,kitchen,名詞,台所、キッチン,[キッチン],My mother is in the kitchen.,母はキッチンにいます。
298,ＮＨ,１年,50-51,table,名詞,テーブル,[テーブル],The table is clean.,テーブルはきれいです。
299,ＮＨ,１年,50-51,pet,名詞,ペット、愛がん動物,[ペット],My pet is a rabbit.,私のペットはウサギです。
300,ＮＨ,１年,50-51,eel,名詞,ウナギ,[イール],I saw a big eel.,大きなウナギを見ました。
301,ＮＨ,１年,50-51,bench,名詞,ベンチ,[ベンチ],Let's sit on the bench.,ベンチに座りましょう。
302,ＮＨ,１年,50-51,basket,名詞,かご、ざる,[バスケット],Put the ball in the basket.,ボールをバスケットに入れてください。
303,ＮＨ,１年,50-51,all,名詞,全部、全員,[オール],All the students are here.,全員の生徒がここにいます。
304,ＮＨ,１年,50-51,stop,動詞,とまる、停止する,[ストップ],Stop running!,止まって！
305,ＮＨ,１年,50-51,eat,動詞,…を食べる,[イート],I eat breakfast at .,朝時に朝ごはんを食べます。
306,ＮＨ,１年,50-51,fun,形容詞,おもしろい、楽しい,[ファン],This game is fun!,このゲームは楽しいです！
307,ＮＨ,１年,50-51,long,形容詞,長い,[ロング],That is a long bridge.,あれは長い橋です。
308,ＮＨ,１年,50-51,fine,形容詞,元気な,[ファイン],"I'm fine, thank you.",元気です、ありがとう。
309,ＮＨ,１年,50-51,sad,形容詞,悲しい,[サッド],I feel sad today.,今日は悲しいです。
310,ＮＨ,１年,50-51,under,前置詞,…の下に[で],[アンダー],The cat is under the bed.,猫はベッドの下にいます。
311,ＮＨ,１年,54-55,age,名詞,年齢,[エイジ],What is your age?,あなたの年齢は？
312,ＮＨ,１年,54-55,subject,名詞,教科、科目,[サブジェクト],My favorite subject is math.,好きな教科は数学です。
313,ＮＨ,１年,54-55,movie,名詞,映画,[ムービー],I watched a movie yesterday.,昨日映画を見ました。
314,ＮＨ,１年,54-55,student,名詞,学生、生徒,[スチューデント],I am a student.,私は学生です。
315,ＮＨ,１年,54-55,poster,名詞,ポスター、広告,[ポスター],That poster is cool.,あのポスターはかっこいいです。
316,ＮＨ,１年,54-55,starter,名詞,先発メンバー,[スターター],Let's start with a starter.,前菜から始めましょう。
317,ＮＨ,１年,54-55,tell,動詞,…に（～を）話す、教える,[テル],Tell me your name.,あなたの名前を教えてください。
318,ＮＨ,１年,54-55,famous,形容詞,有名な,[フェイマス],She is a famous singer.,彼女は有名な歌手です。
319,ＮＨ,１年,54-55,much,副詞,おおいに、たいへん,[マッチ],Thank you very much.,本当にありがとうございます。
320,ＮＨ,１年,54-55,player,名詞,競技者、選手,[プレイヤー],He is a good player.,彼は良い選手です。
321,ＮＨ,１年,54-55,every,形容詞,毎…、…ごとに,[エブリ],I eat rice every day.,毎日ごはんを食べます。
322,ＮＨ,１年,54-55,big,形容詞,重要な、すごい,[ビッグ],This dog is big.,この犬は大きいです。
323,ＮＨ,１年,54-55,elementary school,,小学校,[エレメンタリー スクール],I go to elementary school.,小学校に通っています。
324,ＮＨ,１年,54-55,junior high school,,中学校,[ジュニア ハイ スクール],My brother is in junior high school.,兄は中学生です。
325,ＮＨ,１年,54-55,very much,,とても、たいへん,[ベリー マッチ],I like music very much.,音楽がとても好きです。
326,ＮＨ,１年,54-55,every day,,毎日,[エブリ デイ],I brush my teeth every day.,毎日歯をみがきます。
327,ＮＨ,１年,61-63,tour,名詞,旅行、ツアー,[ツアー],We joined a city tour.,市内ツアーに参加しました。
328,ＮＨ,１年,61-63,guide,名詞,ガイド、案内人,[ガイド],The guide is kind.,ガイドさんは親切です。
329,ＮＨ,１年,61-63,blog,名詞,ブログ,[ブログ],I write a blog.,ブログを書いています。
330,ＮＨ,１年,61-63,spot,名詞,地点、場所,[スポット],This is a nice spot.,ここはいい場所です。
331,ＮＨ,１年,61-63,his,代名詞,彼の,[ヒズ],His dog is cute.,彼の犬はかわいいです。
332,ＮＨ,１年,61-63,write,動詞,（…を）書く,[ライト],I write letters to friends.,友達に手紙を書きます。
333,ＮＨ,１年,61-63,local,形容詞,地方の、地元の,[ローカル],I like local food.,地元の料理が好きです。
334,ＮＨ,１年,61-63,beautiful,形容詞,美しい,[ビューティフル],The park is beautiful.,公園はきれいです。
335,ＮＨ,１年,61-63,as,副詞,…として,[アズ],He is as tall as me.,彼は私と同じくらい背が高いです。
336,ＮＨ,１年,61-63,brother,名詞,兄、弟、兄弟,[ブラザー],My brother is funny.,兄は面白いです。
337,ＮＨ,１年,61-63,year,名詞,…歳、年齢,[イヤー],This year is special.,今年は特別です。
338,ＮＨ,１年,61-63,nature,名詞,自然,[ネイチャー],I love nature.,自然が大好きです。
339,ＮＨ,１年,61-63,work,動詞,働く、作業をする,[ワーク],I work at a cafe.,カフェで働いています。
340,ＮＨ,１年,61-63,old,形容詞,…歳の、…年[月]になる,[オールド],My dog is five years old.,私の犬は５歳です。
341,ＮＨ,１年,61-63,… year(s) old,,…歳、創立…年,[イヤーズ オールド],He is ten years old.,彼は１０歳です。
342,ＮＨ,１年,61-63,enjoy …ing,,…して楽しむ,[エンジョイ イング],I enjoy reading.,読書を楽しんでいます。
343,ＮＨ,１年,64-65,life,名詞,生活、暮らし,[ライフ],Life is fun.,人生は楽しいです。
344,ＮＨ,１年,64-65,surf,動詞,サーフィン[波乗り]をする,[サーフ],I want to surf in Hawaii.,ハワイでサーフィンしたいです。
345,ＮＨ,１年,64-65,does,助動詞,疑問文・応答・否定文を作る,[ダズ],What does she do?,彼女は何をしていますか？
346,ＮＨ,１年,64-65,any,形容詞,いくらかの、何らかの,[エニー],Do you have any pets?,ペットを飼っていますか？
347,ＮＨ,１年,64-65,there,副詞,そこに[で、へ],[ゼア],There is a cat on the bed.,ベッドの上に猫がいます。
348,ＮＨ,１年,64-65,question,名詞,質問、疑問,[クエスチョン],I have a question.,質問があります。
349,ＮＨ,１年,64-65,weekend,名詞,週末,[ウィークエンド],I go hiking on the weekend.,週末にハイキングに行きます。
350,ＮＨ,１年,64-65,dolphin,名詞,イルカ,[ドルフィン],A dolphin can swim fast.,イルカは速く泳げます。
351,ＮＨ,１年,64-65,swim,動詞,泳ぐ,[スイム],I swim in the pool.,プールで泳ぎます。
352,ＮＨ,１年,64-65,sometimes,副詞,ときどき,[サムタイムズ],I sometimes read comics.,ときどきマンガを読みます。
